ride_type,distance_km,time_of_day,day_type,demand_level,traffic_condition,weather_condition,pickup_zone,base_fare,surge_multiplier,final_fare,ride_timestamp
Bike,5.96,Afternoon,Weekday,Low,Moderate,Cloudy,IT Park,55.76,1.0,54.87,2025-08-12 17:22:41.110973
Bike,1.88,Night,Weekend,Medium,Moderate,Clear,Metro Station,31.28,1.2,36.9,2025-10-24 04:49:41.111173
Taxi,44.86,Early Morning,Weekend,High,Moderate,Cloudy,Residential,588.32,1.25,748.73,2025-08-23 16:36:41.111384
Taxi,43.62,Evening,Weekday,Medium,Light,Cloudy,IT Park,573.44,1.1,654.97,2025-10-17 11:52:41.111555
Taxi,21.99,Morning,Weekend,High,Heavy,Cloudy,IT Park,313.88,1.35,418.86,2025-12-25 05:42:41.111725
Taxi,6.38,Afternoon,Weekday,High,Moderate,Clear,Airport,126.56,1.3,162.57,2025-11-16 05:58:41.111907
Taxi,10.33,Afternoon,Weekend,Low,Heavy,Cloudy,Commercial,173.96,1.15,190.77,2025-11-27 14:26:41.112075
Bike,16.52,Morning,Weekend,Medium,Moderate,Rainy,IT Park,119.12,1.13,135.21,2025-10-02 04:14:41.112242
Taxi,42.27,Afternoon,Weekday,Low,Moderate,Clear,Metro Station,557.24,1.0,541.84,2025-11-16 17:46:41.112408
Bike,19.12,Morning,Weekday,Low,Moderate,Clear,Airport,134.72,1.1,152.45,2025-09-25 22:54:41.112580
Bike,34.82,Night,Weekday,High,Light,Clear,Residential,228.92,1.35,308.32,2025-12-31 04:37:41.112764
Bike,37.08,Morning,Weekday,Low,Moderate,Clear,Residential,242.48,1.0,247.26,2025-09-28 05:04:41.112930
Taxi,38.04,Evening,Weekday,Medium,Moderate,Clear,Metro Station,506.48,1.1,539.17,2025-09-07 15:30:41.113098
Taxi,43.06,Night,Weekday,Medium,Heavy,Cloudy,Commercial,566.72,1.25,701.84,2025-08-23 10:42:41.113264
Taxi,18.89,Afternoon,Weekday,Low,Moderate,Cloudy,IT Park,276.68,1.0,283.69,2025-08-20 00:28:41.113464
Taxi,6.0,Morning,Weekend,High,Moderate,Storm,Residential,122.0,1.4,165.46,2025-08-25 18:19:41.113642
Bike,16.71,Night,Weekday,Low,Moderate,Clear,Residential,120.26,1.15,145.06,2026-01-29 09:18:41.113812
Taxi,13.29,Early Morning,Weekday,Medium,Moderate,Cloudy,Residential,209.48,1.0,215.67,2025-09-04 14:30:41.113983
Taxi,24.62,Night,Weekend,Very High,Light,Rainy,Residential,345.44,1.63,544.98,2025-09-25 15:24:41.114174
Bike,26.22,Early Morning,Weekday,Very High,Moderate,Clear,Residential,177.32,1.35,227.66,2025-11-29 02:57:41.114342
Taxi,3.51,Night,Weekday,Very High,Light,Cloudy,IT Park,92.12,1.5,134.07,2025-10-05 01:00:41.114510
Bike,46.75,Afternoon,Weekday,Low,Light,Clear,Airport,300.5,1.1,331.51,2025-09-16 14:53:41.114752
Bike,12.28,Early Morning,Weekend,Medium,Light,Clear,Residential,93.68,1.05,101.02,2026-01-17 13:13:41.114951
Bike,2.09,Afternoon,Weekday,Low,Light,Cloudy,Residential,32.54,1.0,32.7,2025-11-28 17:35:41.115129
Taxi,28.2,Early Morning,Weekday,Medium,Light,Clear,Metro Station,388.4,1.0,387.66,2026-01-26 08:17:41.115295
Taxi,9.28,Evening,Weekday,High,Light,Cloudy,Residential,161.36,1.3,218.47,2025-09-12 12:39:41.115461
Bike,41.72,Evening,Weekday,Medium,Moderate,Rainy,Metro Station,270.32,1.18,308.96,2025-09-10 03:25:41.115634
Taxi,47.16,Afternoon,Weekday,Medium,Heavy,Rainy,Commercial,615.92,1.18,692.67,2025-12-23 16:11:41.115833
Bike,22.89,Morning,Weekday,High,Moderate,Clear,Commercial,157.34,1.2,197.68,2026-01-14 01:55:41.116007
Bike,24.41,Early Morning,Weekday,Very High,Moderate,Cloudy,Metro Station,166.46,1.35,229.18,2025-12-21 11:47:41.116172
Bike,5.88,Early Morning,Weekend,Medium,Moderate,Rainy,Residential,55.28,1.13,63.43,2026-01-11 11:50:41.116377
Taxi,47.88,Night,Weekend,Medium,Light,Storm,Residential,624.56,1.35,850.75,2025-12-04 09:58:41.116572
Taxi,14.82,Early Morning,Weekday,High,Moderate,Clear,Airport,227.84,1.3,286.67,2025-12-24 15:57:41.116747
Bike,23.59,Afternoon,Weekend,High,Moderate,Rainy,Airport,161.54,1.43,221.77,2025-11-01 10:40:41.116916
Taxi,43.39,Night,Weekend,Very High,Light,Clear,Metro Station,570.68,1.55,855.25,2025-10-14 05:30:41.117085
Taxi,36.88,Morning,Weekday,Medium,Light,Clear,Airport,492.56,1.1,550.04,2025-09-27 12:03:41.117253
Taxi,8.5,Afternoon,Weekday,Medium,Heavy,Rainy,Commercial,152.0,1.18,182.74,2025-12-14 10:44:41.117420
Bike,24.77,Afternoon,Weekday,Medium,Heavy,Rainy,Airport,168.62,1.28,212.96,2025-10-15 19:35:41.117591
Bike,34.43,Evening,Weekday,Medium,Heavy,Clear,Residential,226.58,1.2,267.93,2025-12-18 02:16:41.117760
Taxi,31.04,Afternoon,Weekday,High,Light,Clear,Commercial,422.48,1.2,527.5,2025-11-06 08:28:41.117925
Taxi,20.2,Evening,Weekend,Low,Moderate,Cloudy,Residential,292.4,1.15,341.06,2025-08-31 09:44:41.118171
Bike,2.63,Night,Weekday,High,Light,Cloudy,Metro Station,35.78,1.35,49.9,2025-09-10 07:22:41.118425
Bike,45.26,Afternoon,Weekend,Low,Light,Cloudy,Metro Station,291.56,1.05,298.57,2026-01-09 10:06:41.118670
Taxi,42.22,Night,Weekday,Medium,Light,Clear,Airport,556.64,1.25,690.42,2026-01-24 00:19:41.118907
Taxi,49.35,Morning,Weekday,High,Light,Clear,Airport,642.2,1.3,849.55,2025-08-19 16:43:41.119167
Bike,21.18,Night,Weekday,Very High,Moderate,Rainy,Residential,147.08,1.58,225.14,2026-01-07 00:32:41.119436
Bike,35.48,Early Morning,Weekday,Medium,Light,Clear,Metro Station,232.88,1.0,241.37,2025-10-16 13:34:41.119683
Bike,2.25,Morning,Weekday,High,Light,Clear,Residential,33.5,1.2,38.33,2025-12-08 03:48:41.119941
Bike,18.12,Evening,Weekday,High,Light,Clear,Airport,128.72,1.4,178.01,2025-12-16 23:20:41.120134
Taxi,40.88,Evening,Weekday,Medium,Moderate,Cloudy,Airport,540.56,1.2,666.38,2025-11-03 10:33:41.120305
Taxi,17.2,Night,Weekday,Medium,Heavy,Rainy,Commercial,256.4,1.33,348.4,2025-11-04 03:59:41.120499
Bike,45.89,Night,Weekend,High,Light,Clear,Metro Station,295.34,1.4,396.36,2025-12-08 12:33:41.120777
Bike,40.0,Afternoon,Weekday,Low,Moderate,Clear,Commercial,260.0,1.0,249.95,2025-11-01 13:54:41.120978
Bike,8.53,Night,Weekday,Medium,Light,Clear,Metro Station,71.18,1.15,81.82,2025-10-24 21:50:41.121182
Bike,6.2,Early Morning,Weekday,High,Moderate,Clear,Commercial,57.2,1.2,65.96,2025-11-18 08:22:41.121399
Taxi,21.35,Afternoon,Weekday,Medium,Light,Clear,Metro Station,306.2,1.0,296.21,2025-11-15 03:52:41.121605
Taxi,4.67,Afternoon,Weekday,Medium,Light,Cloudy,Metro Station,106.04,1.0,107.98,2026-01-27 16:15:41.121777
Bike,30.55,Early Morning,Weekday,High,Moderate,Cloudy,Commercial,203.3,1.2,237.65,2025-11-11 00:23:41.121943
Bike,49.63,Early Morning,Weekday,Low,Light,Clear,Residential,317.78,1.0,312.64,2025-11-16 18:54:41.122133
Bike,2.31,Early Morning,Weekday,Medium,Moderate,Cloudy,Airport,33.86,1.1,37.5,2025-12-05 06:20:41.122301
Bike,21.4,Afternoon,Weekend,High,Heavy,Clear,Commercial,148.4,1.35,208.99,2025-11-12 01:33:41.122468
Bike,3.2,Evening,Weekday,Medium,Light,Cloudy,Airport,39.2,1.2,48.79,2026-01-15 06:13:41.122637
Taxi,26.3,Morning,Weekend,Medium,Moderate,Cloudy,Airport,365.6,1.15,427.6,2026-01-16 06:09:41.122802
Taxi,20.19,Afternoon,Weekend,Low,Heavy,Clear,IT Park,292.28,1.15,334.56,2025-12-11 07:27:41.122976
Taxi,30.26,Afternoon,Weekday,Medium,Light,Clear,Airport,413.12,1.1,470.17,2025-11-18 05:40:41.123145
Taxi,6.0,Evening,Weekend,Very High,Light,Rainy,Residential,122.0,1.58,187.42,2025-09-10 15:58:41.123310
Taxi,3.91,Early Morning,Weekday,Medium,Moderate,Clear,Commercial,96.92,1.0,100.7,2025-09-23 20:38:41.123504
Taxi,5.43,Evening,Weekend,Medium,Heavy,Clear,Commercial,115.16,1.25,145.47,2025-10-27 15:16:41.123703
Taxi,25.62,Afternoon,Weekday,Medium,Light,Clear,Residential,357.44,1.0,341.44,2025-12-15 07:54:41.123871
Taxi,31.78,Evening,Weekend,High,Light,Clear,Residential,431.36,1.35,595.86,2025-12-04 04:57:41.124045
Taxi,33.35,Afternoon,Weekday,Medium,Light,Cloudy,Metro Station,450.2,1.0,442.21,2025-11-08 22:28:41.124213
Taxi,24.18,Morning,Weekend,Very High,Light,Cloudy,IT Park,340.16,1.4,483.4,2026-01-20 10:35:41.124684
Taxi,18.2,Evening,Weekday,Low,Moderate,Clear,Airport,268.4,1.2,331.15,2025-12-04 04:45:41.124952
Bike,8.64,Morning,Weekend,High,Heavy,Clear,IT Park,71.84,1.35,97.97,2025-09-04 06:03:41.125170
Taxi,48.42,Morning,Weekday,Low,Moderate,Clear,Airport,631.04,1.1,673.65,2025-08-12 15:54:41.125388
Taxi,32.32,Afternoon,Weekday,Very High,Light,Clear,IT Park,437.84,1.35,579.7,2026-02-02 14:20:41.125652
Taxi,36.45,Evening,Weekday,High,Moderate,Rainy,IT Park,487.4,1.38,655.38,2025-11-03 11:41:41.125870
Bike,26.98,Evening,Weekday,Very High,Heavy,Cloudy,Commercial,181.88,1.55,293.49,2025-09-13 00:47:41.126059
Taxi,9.83,Morning,Weekday,Medium,Heavy,Clear,IT Park,167.96,1.1,182.16,2026-01-12 21:19:41.126263
Bike,42.86,Night,Weekend,Medium,Light,Clear,Metro Station,277.16,1.2,332.44,2025-08-22 04:14:41.126464
Taxi,13.54,Evening,Weekday,Very High,Light,Cloudy,Metro Station,212.48,1.45,299.21,2025-11-11 23:06:41.126649
Taxi,41.98,Early Morning,Weekday,Medium,Heavy,Rainy,Metro Station,553.76,1.18,680.28,2025-12-21 07:40:41.126820
Taxi,42.57,Night,Weekend,Medium,Light,Clear,Residential,560.84,1.2,640.92,2025-10-18 22:58:41.127032
Taxi,9.48,Morning,Weekday,Low,Moderate,Clear,Commercial,163.76,1.0,167.78,2025-09-02 18:27:41.127203
Bike,17.1,Afternoon,Weekend,Very High,Moderate,Clear,Airport,122.6,1.5,186.91,2026-01-31 04:41:41.127396
Bike,18.11,Evening,Weekday,Low,Heavy,Clear,Metro Station,128.66,1.2,150.65,2026-01-17 22:18:41.127607
Bike,12.42,Morning,Weekday,Medium,Heavy,Cloudy,Metro Station,94.52,1.1,108.97,2025-08-30 03:47:41.127793
Taxi,14.75,Early Morning,Weekday,Medium,Moderate,Clear,Commercial,227.0,1.0,227.2,2025-10-05 12:19:41.127996
Taxi,12.1,Evening,Weekday,Medium,Moderate,Cloudy,Airport,195.2,1.2,245.42,2025-08-08 05:56:41.128168
Bike,17.4,Night,Weekday,Medium,Heavy,Storm,IT Park,124.4,1.4,180.6,2025-11-22 07:09:41.128356
Taxi,33.74,Evening,Weekend,High,Moderate,Clear,IT Park,454.88,1.35,596.81,2026-01-14 22:34:41.128603
Taxi,6.54,Evening,Weekend,Medium,Moderate,Clear,Residential,128.48,1.15,150.54,2026-01-14 13:59:41.128793
Taxi,13.39,Night,Weekday,High,Heavy,Clear,Residential,210.68,1.45,314.42,2026-01-25 01:06:41.129014
Taxi,27.13,Afternoon,Weekday,Medium,Moderate,Storm,Commercial,375.56,1.15,448.0,2025-11-07 03:35:41.129190
Bike,40.58,Evening,Weekend,High,Heavy,Clear,Airport,263.48,1.55,415.79,2025-11-22 15:13:41.129371
Bike,7.37,Night,Weekday,Low,Moderate,Clear,Commercial,64.22,1.15,73.11,2025-11-28 00:42:41.129647
Bike,41.9,Night,Weekday,Medium,Light,Cloudy,Metro Station,271.4,1.15,298.55,2025-09-12 05:25:41.129878
Taxi,47.44,Morning,Weekday,High,Light,Clear,Residential,619.28,1.2,768.93,2025-09-26 00:17:41.130117
Taxi,38.65,Early Morning,Weekend,High,Moderate,Clear,Commercial,513.8,1.25,657.14,2025-08-09 01:38:41.130293
Taxi,10.09,Evening,Weekday,Low,Moderate,Clear,Metro Station,171.08,1.1,179.94,2025-10-03 15:02:41.130481
Taxi,42.83,Night,Weekday,High,Moderate,Rainy,Airport,563.96,1.53,820.34,2025-11-18 00:06:41.130692
Taxi,46.19,Early Morning,Weekend,High,Light,Cloudy,Commercial,604.28,1.25,789.4,2025-11-03 16:55:41.130997
Bike,13.68,Night,Weekday,Low,Moderate,Clear,Commercial,102.08,1.15,119.53,2025-10-09 21:54:41.131254
Bike,14.64,Early Morning,Weekday,Medium,Moderate,Clear,Commercial,107.84,1.0,109.6,2025-10-10 19:50:41.131494
Taxi,5.66,Evening,Weekday,Medium,Moderate,Clear,Metro Station,117.92,1.1,123.5,2025-10-15 07:44:41.131703
Bike,33.47,Afternoon,Weekend,Medium,Light,Clear,Airport,220.82,1.15,248.57,2025-08-15 15:30:41.131912
Bike,44.0,Afternoon,Weekday,Low,Heavy,Clear,Commercial,284.0,1.1,298.19,2025-12-17 21:55:41.132090
Taxi,21.07,Night,Weekday,Very High,Light,Cloudy,Commercial,302.84,1.5,464.1,2026-01-11 08:30:41.132314
Bike,27.8,Afternoon,Weekday,High,Heavy,Cloudy,Commercial,186.8,1.3,246.87,2025-08-29 15:33:41.132495
Taxi,21.73,Early Morning,Weekend,High,Moderate,Clear,IT Park,310.76,1.25,376.36,2025-09-23 14:34:41.132664
Taxi,41.42,Afternoon,Weekday,High,Heavy,Storm,Metro Station,547.04,1.45,790.24,2025-10-13 06:14:41.132878
Taxi,19.77,Evening,Weekday,Very High,Heavy,Cloudy,Metro Station,287.24,1.55,427.66,2026-01-15 06:57:41.133085
Bike,14.72,Morning,Weekday,Low,Light,Cloudy,Residential,108.32,1.0,104.46,2025-12-09 22:25:41.133288
Taxi,26.01,Afternoon,Weekday,High,Moderate,Rainy,Commercial,362.12,1.28,470.52,2025-12-24 05:19:41.133481
Taxi,3.79,Night,Weekend,Very High,Light,Rainy,Metro Station,95.48,1.63,162.09,2025-10-20 19:51:41.133699
Taxi,7.73,Afternoon,Weekday,Very High,Heavy,Rainy,IT Park,142.76,1.53,218.04,2026-01-25 15:03:41.133902
Taxi,28.05,Night,Weekday,Low,Heavy,Cloudy,IT Park,386.6,1.25,467.39,2025-08-19 09:39:41.134124
Bike,43.34,Afternoon,Weekend,High,Light,Clear,Airport,280.04,1.35,360.76,2025-08-10 00:46:41.134333
Bike,47.75,Night,Weekday,Medium,Moderate,Clear,Metro Station,306.5,1.15,366.97,2025-12-11 21:36:41.134531
Taxi,15.15,Night,Weekday,Very High,Moderate,Clear,IT Park,231.8,1.5,362.89,2025-12-01 09:37:41.134753
Taxi,22.64,Afternoon,Weekday,High,Light,Clear,Residential,321.68,1.2,375.2,2026-02-02 04:51:41.134949
Taxi,29.62,Evening,Weekday,Very High,Heavy,Clear,Residential,405.44,1.55,602.1,2025-09-16 11:36:41.135129
Taxi,40.22,Evening,Weekday,Medium,Light,Cloudy,Metro Station,532.64,1.1,583.34,2026-01-04 15:59:41.135331
Taxi,25.09,Afternoon,Weekday,Medium,Heavy,Rainy,Commercial,351.08,1.18,418.09,2025-12-19 07:01:41.135553
Taxi,48.22,Early Morning,Weekday,Low,Moderate,Cloudy,Residential,628.64,1.0,652.68,2025-10-29 14:39:41.135756
Taxi,14.57,Afternoon,Weekday,Low,Moderate,Cloudy,Metro Station,224.84,1.0,222.4,2025-12-24 22:38:41.135971
Bike,41.53,Early Morning,Weekday,Low,Moderate,Rainy,Airport,269.18,1.18,307.77,2025-09-23 06:09:41.136159
Bike,31.2,Evening,Weekend,Medium,Light,Cloudy,IT Park,207.2,1.15,237.15,2025-11-08 01:51:41.136362
Taxi,48.01,Evening,Weekday,High,Moderate,Clear,IT Park,626.12,1.3,802.7,2025-09-12 07:44:41.136577
Taxi,18.19,Evening,Weekday,Very High,Light,Clear,IT Park,268.28,1.45,400.04,2025-12-05 21:26:41.136757
Bike,48.64,Evening,Weekday,High,Moderate,Clear,IT Park,311.84,1.3,401.77,2025-08-07 16:18:41.136985
Taxi,4.91,Evening,Weekday,Low,Moderate,Rainy,IT Park,108.92,1.18,131.0,2025-08-09 14:08:41.137210
Bike,4.52,Early Morning,Weekend,Low,Moderate,Clear,Metro Station,47.12,1.05,48.17,2025-09-14 20:41:41.137410
Bike,34.22,Evening,Weekend,High,Heavy,Clear,Residential,225.32,1.45,314.76,2025-09-29 00:55:41.137623
Taxi,17.21,Early Morning,Weekday,Low,Heavy,Clear,Commercial,256.52,1.1,287.59,2025-11-27 23:51:41.137812
Taxi,12.99,Night,Weekday,Medium,Moderate,Clear,IT Park,205.88,1.15,226.11,2025-11-19 06:50:41.138058
Bike,25.69,Morning,Weekday,Medium,Light,Clear,Metro Station,174.14,1.0,179.95,2026-01-13 16:18:41.138279
Taxi,33.62,Afternoon,Weekend,Very High,Heavy,Rainy,Residential,453.44,1.58,737.13,2026-01-03 07:25:41.138491
Taxi,34.91,Evening,Weekday,Medium,Light,Clear,Commercial,468.92,1.1,538.89,2025-12-02 03:59:41.138708
Bike,12.81,Early Morning,Weekday,Low,Heavy,Clear,IT Park,96.86,1.1,105.34,2025-09-03 10:49:41.138884
Taxi,44.27,Afternoon,Weekend,Low,Light,Clear,IT Park,581.24,1.05,636.13,2025-09-11 23:54:41.139094
Taxi,33.47,Night,Weekday,Medium,Light,Cloudy,Airport,451.64,1.25,568.61,2025-10-06 07:35:41.139322
Bike,10.28,Evening,Weekday,High,Light,Clear,Commercial,81.68,1.3,102.81,2025-08-30 13:46:41.139530
Taxi,17.99,Early Morning,Weekday,Low,Heavy,Rainy,Metro Station,265.88,1.18,302.35,2025-11-27 09:25:41.139712
Taxi,8.65,Night,Weekday,Low,Moderate,Rainy,Airport,153.8,1.33,213.25,2025-11-02 06:44:41.139914
Bike,3.62,Morning,Weekday,Medium,Light,Cloudy,Airport,41.72,1.1,45.3,2025-09-27 07:53:41.140113
Taxi,25.74,Night,Weekday,Low,Moderate,Rainy,Commercial,358.88,1.23,448.95,2025-11-27 02:32:41.140309
Bike,6.04,Early Morning,Weekend,High,Heavy,Clear,IT Park,56.24,1.35,77.5,2025-09-16 11:48:41.140503
Bike,16.85,Early Morning,Weekday,Medium,Light,Clear,Airport,121.1,1.1,137.66,2025-11-20 12:46:41.140886
Taxi,37.2,Morning,Weekday,Medium,Moderate,Rainy,IT Park,496.4,1.08,536.4,2025-09-02 21:01:41.141080
Taxi,7.59,Afternoon,Weekday,Medium,Heavy,Clear,Metro Station,141.08,1.1,150.07,2025-10-26 23:25:41.141319
Taxi,8.42,Morning,Weekday,High,Light,Cloudy,Commercial,151.04,1.2,174.71,2025-10-17 08:57:41.141511
Taxi,7.23,Morning,Weekday,Low,Moderate,Rainy,Commercial,136.76,1.08,145.34,2025-08-20 19:41:41.141716
Taxi,28.45,Early Morning,Weekend,Medium,Moderate,Clear,Commercial,391.4,1.05,428.62,2025-12-16 07:39:41.141887
Bike,37.38,Early Morning,Weekday,Low,Moderate,Cloudy,Airport,244.28,1.1,267.31,2025-10-03 22:09:41.142130
Taxi,1.63,Afternoon,Weekend,Medium,Light,Cloudy,Metro Station,69.56,1.05,74.5,2026-01-14 07:12:41.142345
Taxi,33.72,Afternoon,Weekend,High,Heavy,Cloudy,IT Park,454.64,1.35,618.14,2025-11-02 20:59:41.142547
Bike,5.43,Morning,Weekday,Medium,Heavy,Cloudy,Airport,52.58,1.2,61.5,2025-11-02 23:16:41.142718
Taxi,8.44,Afternoon,Weekend,Medium,Moderate,Cloudy,Commercial,151.28,1.05,153.06,2025-09-07 01:00:41.142922
Bike,24.6,Night,Weekend,Very High,Heavy,Cloudy,Metro Station,167.6,1.65,289.04,2025-09-27 18:52:41.143156
Taxi,25.56,Evening,Weekday,Very High,Heavy,Clear,Commercial,356.72,1.55,552.88,2025-10-15 09:44:41.143334
Taxi,16.0,Night,Weekend,Very High,Moderate,Rainy,IT Park,242.0,1.63,383.79,2025-11-24 01:14:41.143523
Bike,29.38,Night,Weekend,High,Light,Rainy,Residential,196.28,1.48,304.53,2026-01-25 07:43:41.143705
Bike,23.8,Evening,Weekend,Very High,Moderate,Cloudy,Airport,162.8,1.6,271.11,2025-09-20 01:32:41.143902
Bike,40.91,Evening,Weekday,Medium,Moderate,Cloudy,Commercial,265.46,1.1,304.35,2026-01-20 23:35:41.144090
Bike,28.31,Afternoon,Weekday,High,Light,Clear,Airport,189.86,1.3,244.9,2025-10-26 07:42:41.144281
Bike,10.6,Evening,Weekday,High,Moderate,Clear,Commercial,83.6,1.3,107.94,2025-11-06 01:01:41.144461
Taxi,10.99,Early Morning,Weekday,Low,Light,Clear,Metro Station,181.88,1.0,184.36,2026-01-30 01:55:41.144668
Taxi,26.42,Afternoon,Weekday,Low,Moderate,Clear,Residential,367.04,1.0,371.72,2025-09-20 04:59:41.144838
Bike,45.89,Afternoon,Weekday,High,Heavy,Rainy,Commercial,295.34,1.38,392.08,2025-11-23 12:08:41.145042
Bike,33.03,Night,Weekday,Medium,Moderate,Clear,Airport,218.18,1.25,276.77,2025-11-27 05:56:41.145254
Bike,38.35,Afternoon,Weekday,Medium,Moderate,Storm,Residential,250.1,1.15,295.53,2025-12-04 14:06:41.145427
Taxi,37.71,Evening,Weekday,Low,Light,Rainy,Residential,502.52,1.18,604.82,2025-11-10 20:26:41.145620
Taxi,36.78,Night,Weekday,Low,Light,Storm,Airport,491.36,1.4,675.89,2025-10-10 08:14:41.145808
Bike,2.71,Night,Weekday,Medium,Heavy,Clear,Commercial,36.26,1.25,46.09,2025-08-17 08:14:41.145980
Taxi,8.28,Afternoon,Weekday,Low,Moderate,Rainy,IT Park,149.36,1.08,163.36,2026-01-10 16:55:41.146212
Bike,30.96,Morning,Weekday,Low,Heavy,Rainy,IT Park,205.76,1.18,233.18,2025-12-15 13:41:41.146414
Bike,46.63,Evening,Weekend,High,Light,Cloudy,IT Park,299.78,1.35,422.56,2025-12-04 12:11:41.146589
Taxi,5.26,Early Morning,Weekday,High,Heavy,Cloudy,IT Park,113.12,1.3,143.58,2025-10-19 12:11:41.146792
Bike,6.85,Afternoon,Weekday,Very High,Light,Rainy,Commercial,61.1,1.43,83.45,2025-08-30 08:48:41.146968
Bike,44.59,Afternoon,Weekend,Very High,Moderate,Cloudy,IT Park,287.54,1.4,404.89,2025-08-17 08:19:41.147173
Taxi,27.1,Early Morning,Weekend,Low,Moderate,Rainy,Metro Station,375.2,1.13,445.11,2025-10-29 19:49:41.147383
Bike,43.92,Afternoon,Weekday,Low,Light,Clear,Residential,283.52,1.0,296.38,2025-10-22 22:04:41.147570
Taxi,31.26,Morning,Weekday,High,Light,Cloudy,Commercial,425.12,1.2,512.07,2025-09-13 21:15:41.147773
Bike,43.73,Night,Weekday,Low,Heavy,Rainy,Commercial,282.38,1.33,359.59,2025-12-04 04:23:41.147979
Taxi,41.39,Early Morning,Weekday,Medium,Light,Cloudy,Airport,546.68,1.1,601.9,2025-12-06 11:59:41.148185
Bike,18.63,Night,Weekday,Medium,Heavy,Clear,Metro Station,131.78,1.25,159.56,2025-12-04 06:37:41.148387
Taxi,7.79,Morning,Weekday,High,Heavy,Cloudy,Commercial,143.48,1.3,178.12,2025-12-06 02:18:41.148593
Taxi,25.26,Night,Weekend,Medium,Moderate,Cloudy,Airport,353.12,1.3,441.79,2025-10-04 11:21:41.148785
Bike,46.95,Night,Weekday,Medium,Heavy,Clear,IT Park,301.7,1.25,381.8,2025-12-19 09:41:41.148974
Taxi,26.71,Morning,Weekday,Low,Light,Clear,Commercial,370.52,1.0,357.83,2025-10-16 12:40:41.149143
Taxi,24.57,Morning,Weekend,Medium,Moderate,Clear,Metro Station,344.84,1.05,348.47,2025-10-07 01:51:41.149347
Bike,38.36,Morning,Weekend,Medium,Moderate,Clear,Residential,250.16,1.05,264.63,2025-10-04 19:03:41.149566
Bike,36.29,Afternoon,Weekday,Low,Moderate,Rainy,IT Park,237.74,1.08,248.21,2025-10-16 11:43:41.149752
Taxi,40.91,Night,Weekend,Medium,Moderate,Clear,IT Park,540.92,1.2,640.39,2026-01-17 12:08:41.149952
Bike,48.0,Morning,Weekend,High,Light,Clear,Residential,308.0,1.25,373.97,2025-10-29 15:12:41.150232
Taxi,40.69,Morning,Weekday,Medium,Light,Cloudy,Airport,538.28,1.1,605.29,2025-12-23 22:39:41.150442
Taxi,33.88,Evening,Weekend,High,Moderate,Rainy,Commercial,456.56,1.43,642.99,2025-08-24 09:14:41.150672
Taxi,18.1,Early Morning,Weekday,Low,Light,Cloudy,Airport,267.2,1.1,283.31,2025-12-29 16:28:41.150849
Bike,15.08,Afternoon,Weekday,Low,Heavy,Cloudy,Commercial,110.48,1.1,117.21,2026-01-16 23:12:41.151024
Bike,13.58,Morning,Weekday,Low,Heavy,Storm,IT Park,101.48,1.25,129.45,2025-10-15 14:08:41.151208
Bike,33.22,Morning,Weekend,Medium,Heavy,Rainy,Airport,219.32,1.33,303.79,2025-10-12 14:05:41.151387
Bike,5.83,Evening,Weekend,Medium,Light,Cloudy,Airport,54.98,1.25,66.06,2025-12-08 19:09:41.151606
Taxi,36.14,Morning,Weekday,Medium,Heavy,Clear,IT Park,483.68,1.1,558.33,2025-09-19 19:40:41.151809
Taxi,34.4,Night,Weekday,Medium,Moderate,Clear,Metro Station,462.8,1.15,538.82,2025-12-22 20:42:41.151983
Taxi,38.38,Evening,Weekday,Medium,Moderate,Rainy,Commercial,510.56,1.18,584.64,2026-01-27 02:08:41.152179
Taxi,8.42,Night,Weekday,Medium,Moderate,Cloudy,Airport,151.04,1.25,193.0,2025-11-10 12:24:41.152353
Taxi,37.85,Evening,Weekday,High,Heavy,Clear,Metro Station,504.2,1.4,717.21,2025-10-06 11:35:41.152549
Bike,10.39,Afternoon,Weekday,Medium,Moderate,Storm,Residential,82.34,1.15,95.12,2025-09-25 23:42:41.152736
Taxi,2.98,Early Morning,Weekday,Low,Moderate,Cloudy,Metro Station,85.76,1.0,84.02,2026-01-02 06:09:41.152932
Taxi,27.04,Morning,Weekend,Low,Light,Rainy,Airport,374.48,1.23,459.51,2026-02-04 04:31:41.153101
Taxi,46.06,Afternoon,Weekday,Medium,Moderate,Clear,Commercial,602.72,1.0,592.42,2026-01-27 11:53:41.153287
Bike,40.95,Early Morning,Weekday,Medium,Moderate,Clear,Metro Station,265.7,1.0,270.32,2025-08-16 21:58:41.153457
Bike,4.44,Night,Weekend,High,Heavy,Clear,Commercial,46.64,1.5,71.61,2026-01-21 22:13:41.153656
Taxi,43.64,Morning,Weekend,Low,Heavy,Clear,IT Park,573.68,1.15,674.39,2025-11-23 20:40:41.153862
Taxi,28.17,Early Morning,Weekday,Low,Moderate,Clear,Metro Station,388.04,1.0,406.19,2025-12-07 02:24:41.154086
Bike,44.48,Morning,Weekend,High,Heavy,Clear,IT Park,286.88,1.35,372.6,2025-12-23 02:11:41.154283
